"site","day","pfpr_2_10","cases_0_5","cases_5_100","n_0_5","n_5_100","itn_use","n_smc"
"A",1433,0.78,53,51,10625,38950,0,0
"A",1434,0.78,55,34,10630,38945,0,0
"A",1435,0.77,55,35,10630,38945,0,0
"A",1436,0.78,44,36,10631,38944,0,0
"A",1437,0.77,31,27,10634,38941,0,0
"A",1438,0.77,34,19,10638,38937,0,0
"A",1439,0.77,30,26,10635,38940,0,0
"A",1440,0.77,42,22,10634,38941,0,0
"A",1441,0.76,42,20,10633,38942,0,0
"A",1442,0.76,28,14,10633,38942,0,0
"A",1443,0.76,22,17,10626,38949,0,0
"A",1444,0.75,22,13,10624,38951,0,0
"A",1445,0.75,17,13,10625,38950,0,0
"A",1446,0.75,19,16,10629,38946,0,0
"A",1447,0.74,17,5,10635,38940,0,0
"A",1448,0.74,14,10,10633,38942,0,0
"A",1449,0.74,16,5,10635,38940,0,0
"A",1450,0.73,8,11,10632,38943,0,0
"A",1451,0.73,9,8,10634,38941,0,0
"A",1452,0.73,9,3,10635,38940,0,0
"A",1453,0.72,11,5,10637,38938,0,0
"A",1454,0.72,16,3,10636,38938,0,0
"A",1455,0.71,4,4,10632,38942,0,0
"A",1456,0.71,3,2,10637,38937,0,0
"A",1457,0.71,8,4,10638,38936,0,0
"A",1458,0.7,6,4,10640,38934,0,0
"A",1459,0.7,3,2,10644,38930,0,0
"A",1460,0.7,5,6,10643,38931,0,0
"A",1461,0.69,5,1,10640,38934,0,0
"A",1462,0.69,9,3,10643,38931,0,0
"A",1463,0.69,2,3,10644,38930,0,0
"A",1464,0.68,3,2,10640,38934,0,0
"A",1465,0.68,2,0,10641,38933,0,0
"A",1466,0.68,6,0,10642,38932,0,0
"A",1467,0.67,0,0,10638,38936,0,0
"A",1468,0.67,1,0,10637,38937,0,0
"A",1469,0.67,3,0,10634,38940,0,0
"A",1470,0.66,1,0,10635,38939,0,0
"A",1471,0.66,1,2,10634,38940,0,0
"A",1472,0.66,1,0,10632,38942,0,0
"A",1473,0.65,1,1,10632,38942,0,0
"A",1474,0.65,1,1,10634,38940,0,0
"A",1475,0.65,2,1,10636,38938,0,0
"A",1476,0.64,1,1,10639,38935,0,0
"A",1477,0.64,0,0,10632,38942,0,0
"A",1478,0.64,0,0,10638,38937,0,0
"A",1479,0.63,1,0,10638,38937,0,0
"A",1480,0.63,0,1,10642,38933,0,0
"A",1481,0.63,0,1,10640,38934,0,0
"A",1482,0.62,1,0,10639,38935,0,0
"A",1483,0.62,1,0,10634,38940,0,0
"A",1484,0.62,1,1,10635,38939,0,0
"A",1485,0.61,2,0,10632,38942,0,0
"A",1486,0.61,0,0,10631,38943,0,0
"A",1487,0.61,0,0,10631,38943,0,0
"A",1488,0.61,0,0,10635,38939,0,0
"A",1489,0.6,0,0,10635,38939,0,0
"A",1490,0.6,0,0,10637,38937,0,0
"A",1491,0.6,0,0,10636,38938,0,0
"A",1492,0.59,0,0,10640,38934,0,0
"A",1493,0.59,1,0,10637,38937,0,0
"A",1494,0.59,0,1,10642,38932,0,0
"A",1495,0.59,1,0,10643,38931,0,0
"A",1496,0.58,1,1,10643,38931,0,0
"A",1497,0.58,0,1,10643,38931,0,0
"A",1498,0.58,0,0,10644,38930,0,0
"A",1499,0.57,2,2,10639,38935,0,0
"A",1500,0.57,4,0,10641,38933,0,0
"A",1501,0.57,2,1,10643,38931,0,0
"A",1502,0.57,2,2,10639,38935,0,0
"A",1503,0.56,1,1,10640,38934,0,0
"A",1504,0.56,3,1,10641,38933,0,0
"A",1505,0.56,4,4,10644,38930,0,0
"A",1506,0.55,4,1,10646,38928,0,0
"A",1507,0.55,5,3,10647,38927,0,0
"A",1508,0.55,9,3,10644,38930,0,0
"A",1509,0.55,9,4,10644,38930,0,0
"A",1510,0.55,8,6,10645,38929,0,0
"A",1511,0.54,7,4,10646,38928,0,0
"A",1512,0.54,9,6,10641,38933,0,0
"A",1513,0.54,10,15,10643,38931,0,0
"A",1514,0.54,4,7,10649,38925,0,0
"A",1515,0.54,11,8,10647,38927,0,0
"A",1516,0.54,10,5,10644,38930,0,0
"A",1517,0.54,6,9,10645,38929,0,0
"A",1518,0.53,9,6,10648,38926,0,0
"A",1519,0.53,17,6,10651,38923,0,0
"A",1520,0.53,11,6,10654,38920,0,0
"A",1521,0.53,12,6,10655,38919,0,0
"A",1522,0.53,17,6,10653,38921,0,0
"A",1523,0.53,15,8,10657,38917,0,0
"A",1524,0.53,14,8,10657,38917,0,0
"A",1525,0.53,16,8,10655,38919,0,0
"A",1526,0.52,13,4,10663,38911,0,0
"A",1527,0.53,13,9,10661,38913,0,0
"A",1528,0.52,12,7,10664,38910,0,0
"A",1529,0.52,19,5,10667,38907,0,0
"A",1530,0.52,9,10,10672,38902,0,0
"A",1531,0.52,15,7,10670,38904,0,0
"A",1532,0.52,13,8,10674,38900,0,0
"A",1533,0.52,12,5,10671,38902,0,0
"A",1534,0.52,13,11,10673,38900,0,0
"A",1535,0.51,13,3,10673,38900,0,0
"A",1536,0.51,19,12,10672,38901,0,0
"A",1537,0.51,16,6,10668,38905,0,0
"A",1538,0.51,10,7,10672,38901,0,0
"A",1539,0.51,10,11,10669,38904,0,0
"A",1540,0.51,12,7,10669,38904,0,0
"A",1541,0.51,6,7,10667,38906,0,0
"A",1542,0.51,10,6,10670,38903,0,0
"A",1543,0.51,9,2,10669,38904,0,0
"A",1544,0.5,8,3,10671,38902,0,0
"A",1545,0.5,9,6,10672,38901,0,0
"A",1546,0.5,16,6,10676,38897,0,0
"A",1547,0.5,4,7,10675,38898,0,0
"A",1548,0.5,7,4,10673,38900,0,0
"A",1549,0.5,6,2,10674,38899,0,0
"A",1550,0.49,4,2,10676,38897,0,0
"A",1551,0.49,6,4,10681,38892,0,0
"A",1552,0.49,10,4,10681,38892,0,0
"A",1553,0.49,5,5,10684,38888,0,0
"A",1554,0.49,8,2,10684,38888,0,0
"A",1555,0.49,1,2,10689,38883,0,0
"A",1556,0.49,6,6,10682,38890,0,0
"A",1557,0.48,2,1,10682,38890,0,0
"A",1558,0.48,3,2,10690,38882,0,0
"A",1559,0.48,3,1,10692,38879,0,0
"A",1560,0.48,1,3,10691,38880,0,0
"A",1561,0.47,2,2,10696,38875,0,0
"A",1562,0.47,2,2,10698,38873,0,0
"A",1563,0.47,3,1,10697,38874,0,0
"A",1564,0.47,0,2,10695,38876,0,0
"A",1565,0.46,4,0,10695,38876,0,0
"A",1566,0.46,3,1,10698,38873,0,0
"A",1567,0.46,0,0,10704,38867,0,0
"A",1568,0.46,1,1,10702,38869,0,0
"A",1569,0.46,1,1,10698,38873,0,0
"A",1570,0.46,0,0,10699,38872,0,0
"A",1571,0.45,3,0,10695,38876,0,0
"A",1572,0.45,2,0,10697,38874,0,0
"A",1573,0.45,1,0,10694,38877,0,0
"A",1574,0.45,0,0,10703,38868,0,0
"A",1575,0.45,0,0,10702,38869,0,0
"A",1576,0.44,1,1,10702,38869,0,0
"A",1577,0.44,0,1,10700,38872,0,0
"A",1578,0.43,2,0,10701,38870,0,0
"A",1579,0.43,1,0,10694,38877,0,0
"A",1580,0.43,0,0,10694,38877,0,0
"A",1581,0.43,0,0,10691,38880,0,0
"A",1582,0.43,0,0,10695,38876,0,0
"A",1583,0.43,0,0,10696,38875,0,0
"A",1584,0.42,0,0,10699,38872,0,0
"A",1585,0.42,1,0,10703,38868,0,0
"A",1586,0.42,0,0,10701,38870,0,0
"A",1587,0.42,0,1,10699,38872,0,0
"A",1588,0.42,1,0,10698,38873,0,0
"A",1589,0.41,0,0,10699,38872,0,0
"A",1590,0.41,0,0,10701,38870,0,0
"A",1591,0.41,0,0,10698,38873,0,0
"A",1592,0.41,0,0,10697,38873,0,0
"A",1593,0.4,0,0,10707,38863,0,0
"A",1594,0.4,0,0,10704,38866,0,0
"A",1595,0.4,0,0,10702,38869,0,0
"A",1596,0.4,0,1,10701,38870,0,0
"A",1597,0.4,1,0,10699,38872,0,0
"A",1598,0.39,0,0,10701,38870,0,0
"A",1599,0.39,1,0,10697,38874,0,0
"A",1600,0.39,1,2,10700,38871,0,0
"A",1601,0.39,3,3,10700,38871,0,0
"A",1602,0.39,1,1,10701,38871,0,0
"A",1603,0.39,2,1,10702,38870,0,0
"A",1604,0.39,1,1,10705,38867,0,0
"A",1605,0.38,2,2,10703,38869,0,0
"A",1606,0.38,7,2,10702,38870,0,0
"A",1607,0.38,4,2,10707,38865,0,0
"A",1608,0.38,5,4,10714,38858,0,0
"A",1609,0.38,6,2,10711,38861,0,0
"A",1610,0.38,5,2,10712,38860,0,0
"A",1611,0.38,7,7,10711,38861,0,0
"A",1612,0.38,10,1,10713,38859,0,0
"A",1613,0.37,7,8,10713,38859,0,0
"A",1614,0.37,7,4,10712,38860,0,0
"A",1615,0.37,5,4,10710,38862,0,0
"A",1616,0.37,6,9,10709,38863,0,0
"A",1617,0.37,12,15,10713,38859,0,0
"A",1618,0.37,8,12,10711,38861,0,0
"A",1619,0.37,11,9,10707,38865,0,0
"A",1620,0.37,12,8,10701,38871,0,0
"A",1621,0.37,11,10,10701,38872,0,0
"A",1622,0.37,16,9,10708,38865,0,0
"A",1623,0.37,14,6,10710,38863,0,0
"A",1624,0.37,16,7,10714,38859,0,0
"A",1625,0.37,11,8,10714,38860,0,0
"A",1626,0.37,19,14,10718,38856,0,0
"A",1627,0.37,23,9,10721,38854,0,0
"A",1628,0.37,21,15,10725,38850,0,0
"A",1629,0.38,23,15,10724,38851,0,0
"A",1630,0.38,19,5,10723,38852,0,0
"A",1631,0.38,22,14,10723,38853,0,0
"A",1632,0.38,22,15,10727,38848,0,0
"A",1633,0.38,21,10,10735,38840,0,0
"A",1634,0.38,31,10,10736,38839,0,0
"A",1635,0.38,23,17,10737,38838,0,0
"A",1636,0.38,29,19,10728,38846,0,0
"A",1637,0.39,21,21,10727,38847,0,0
"A",1638,0.39,33,13,10724,38851,0,0
"A",1639,0.39,26,12,10725,38850,0,0
"A",1640,0.39,24,12,10719,38856,0,0
"A",1641,0.39,25,22,10717,38858,0,0
"A",1642,0.4,28,17,10712,38863,0,0
"A",1643,0.4,30,13,10710,38865,0,0
"A",1644,0.4,31,13,10707,38868,0,0
"A",1645,0.4,37,18,10706,38868,0,0
"A",1646,0.41,37,16,10705,38869,0,0
"A",1647,0.41,31,27,10711,38864,0,0
"A",1648,0.41,32,22,10711,38864,0,0
"A",1649,0.41,39,30,10711,38864,0,0
"A",1650,0.42,38,28,10712,38863,0,0
"A",1651,0.42,47,32,10706,38869,0,0
"A",1652,0.42,41,23,10707,38868,0,0
"A",1653,0.43,41,29,10713,38862,0,0
"A",1654,0.43,49,36,10711,38865,0,0
"A",1655,0.43,55,30,10703,38873,0,0
"A",1656,0.43,59,30,10703,38873,0,0
"A",1657,0.44,45,35,10702,38874,0,0
"A",1658,0.44,50,31,10700,38875,0,0
"A",1659,0.44,54,34,10700,38875,0,0
"A",1660,0.45,65,38,10701,38874,0,0
"A",1661,0.45,63,43,10702,38873,0,0
"A",1662,0.46,69,33,10699,38876,0,0
"A",1663,0.46,51,39,10693,38881,0,0
"A",1664,0.46,66,35,10701,38873,0,0
"A",1665,0.47,68,33,10702,38872,0,0
"A",1666,0.47,79,46,10702,38873,0,0
"A",1667,0.48,75,35,10708,38867,0,0
"A",1668,0.48,68,50,10711,38864,0,0
"A",1669,0.48,78,41,10716,38859,0,0
"A",1670,0.49,76,47,10712,38863,0,0
"A",1671,0.49,79,72,10712,38863,0,0
"A",1672,0.5,99,64,10713,38862,0,0
"A",1673,0.5,82,62,10712,38863,0,0
"A",1674,0.51,72,58,10710,38864,0,0
"A",1675,0.51,93,52,10712,38862,0,0
"A",1676,0.52,102,59,10712,38861,0,0
"A",1677,0.52,97,53,10713,38860,0,0
"A",1678,0.53,105,56,10713,38859,0,0
"A",1679,0.53,109,55,10714,38858,0,0
"A",1680,0.54,123,78,10718,38853,0,0
"A",1681,0.54,131,69,10722,38849,0,0
"A",1682,0.55,119,77,10719,38852,0,0
"A",1683,0.55,104,74,10722,38849,0,0
"A",1684,0.55,123,82,10722,38849,0,0
"A",1685,0.56,130,80,10720,38851,0,0
"A",1686,0.56,113,83,10724,38846,0,0
"A",1687,0.57,123,90,10722,38847,0,0
"A",1688,0.58,147,76,10718,38851,0,0
"A",1689,0.58,129,89,10717,38852,0,0
"A",1690,0.58,164,97,10714,38855,0,0
"A",1691,0.59,150,94,10711,38858,0,0
"A",1692,0.59,162,109,10712,38857,0,0
"A",1693,0.6,146,124,10718,38851,0,0
"A",1694,0.61,158,101,10719,38850,0,0
"A",1695,0.61,173,94,10718,38851,0,0
"A",1696,0.62,169,101,10718,38851,0,0
"A",1697,0.62,163,104,10721,38848,0,0
"A",1698,0.63,165,133,10721,38848,0,0
"A",1699,0.64,153,108,10723,38846,0,0
"A",1700,0.64,204,134,10726,38844,0,0
"A",1701,0.64,182,114,10728,38842,0,0
"A",1702,0.65,161,131,10729,38841,0,0
"A",1703,0.66,171,122,10733,38837,0,0
"A",1704,0.66,166,121,10734,38836,0,0
"A",1705,0.66,198,109,10730,38840,0,0
"A",1706,0.67,168,124,10732,38838,0,0
"A",1707,0.68,197,102,10731,38839,0,0
"A",1708,0.68,192,155,10735,38835,0,0
"A",1709,0.69,186,122,10738,38833,0,0
"A",1710,0.69,185,163,10738,38833,0,0
"A",1711,0.69,185,150,10737,38834,0,0
"A",1712,0.7,205,145,10735,38836,0,0
"A",1713,0.7,220,130,10733,38838,0,0
"A",1714,0.7,219,137,10732,38839,0,0
"A",1715,0.71,185,150,10731,38840,0,0
"A",1716,0.72,209,136,10733,38838,0,0
"A",1717,0.72,226,144,10731,38840,0,0
"A",1718,0.72,210,136,10733,38838,0,0
"A",1719,0.73,241,190,10737,38834,0,0
"A",1720,0.73,244,169,10740,38831,0,0
"A",1721,0.74,241,126,10742,38829,0,0
"A",1722,0.74,226,147,10736,38836,0,0
"A",1723,0.74,224,181,10735,38837,0,0
"A",1724,0.75,220,157,10740,38832,0,0
"A",1725,0.75,272,156,10737,38835,0,0
"A",1726,0.75,222,137,10736,38836,0,0
"A",1727,0.76,228,182,10735,38837,0,0
"A",1728,0.76,261,210,10736,38836,0,0
"A",1729,0.76,243,161,10735,38837,0,0
"A",1730,0.77,268,172,10737,38835,0,0
"A",1731,0.77,253,173,10731,38841,0,0
"A",1732,0.77,218,178,10724,38848,0,0
"A",1733,0.77,264,166,10724,38848,0,0
"A",1734,0.78,244,196,10725,38847,0,0
"A",1735,0.78,247,179,10723,38849,0,0
"A",1736,0.78,228,178,10724,38848,0,0
"A",1737,0.78,273,173,10720,38850,0,0
"A",1738,0.79,251,182,10719,38851,0,0
"A",1739,0.79,245,174,10722,38847,0,0
"A",1740,0.79,234,183,10728,38841,0,0
"A",1741,0.79,226,175,10727,38842,0,0
"A",1742,0.8,250,199,10727,38842,0,0
"A",1743,0.8,230,172,10726,38843,0,0
"A",1744,0.8,248,184,10729,38840,0,0
"A",1745,0.8,242,155,10730,38839,0,0
"A",1746,0.8,231,208,10732,38837,0,0
"A",1747,0.8,210,185,10736,38833,0,0
"A",1748,0.8,261,182,10737,38832,0,0
"A",1749,0.81,240,175,10738,38831,0,0
"A",1750,0.81,245,175,10740,38829,0,0
"A",1751,0.81,262,163,10742,38827,0,0
"A",1752,0.81,214,166,10741,38827,0,0
"A",1753,0.81,226,174,10746,38822,0,0
"A",1754,0.81,203,168,10741,38827,0,0
"A",1755,0.81,208,161,10738,38830,0,0
"A",1756,0.81,187,156,10737,38830,0,0
"A",1757,0.82,248,145,10741,38826,0,0
"A",1758,0.81,236,153,10739,38827,0,0
"A",1759,0.81,193,171,10737,38829,0,0
"A",1760,0.81,235,150,10748,38818,0,0
"A",1761,0.81,230,143,10746,38820,0,0
"A",1762,0.81,197,127,10746,38820,0,0
"A",1763,0.82,217,147,10743,38824,0,0
"A",1764,0.81,171,145,10744,38823,0,0
"A",1765,0.82,189,142,10750,38818,0,0
"A",1766,0.81,180,143,10750,38818,0,0
"A",1767,0.81,184,130,10748,38820,0,0
"A",1768,0.81,186,124,10747,38821,0,0
"A",1769,0.82,191,117,10748,38820,0,0
"A",1770,0.82,180,106,10752,38816,0,0
"A",1771,0.81,154,108,10750,38818,0,0
"A",1772,0.81,179,96,10752,38817,0,0
"A",1773,0.81,176,112,10754,38815,0,0
"A",1774,0.81,196,118,10753,38816,0,0
"A",1775,0.81,150,96,10755,38814,0,0
"A",1776,0.82,150,105,10760,38810,0,0
"A",1777,0.81,140,131,10764,38806,0,0
"A",1778,0.81,137,86,10763,38807,0,0
"A",1779,0.81,150,88,10759,38811,0,0
"A",1780,0.81,135,92,10754,38816,0,0
"A",1781,0.81,144,72,10756,38814,0,0
"A",1782,0.81,141,90,10762,38808,0,0
"A",1783,0.81,133,98,10757,38813,0,0
"A",1784,0.8,103,76,10763,38807,0,0
"A",1785,0.8,118,76,10770,38800,0,0
"A",1786,0.8,117,76,10769,38801,0,0
"A",1787,0.8,111,72,10768,38802,0,0
"A",1788,0.8,89,57,10775,38795,0,0
"A",1789,0.79,108,57,10774,38796,0,0
"A",1790,0.79,97,51,10775,38795,0,0
"A",1791,0.79,94,51,10777,38792,0,0
"A",1792,0.79,101,63,10779,38790,0,0
"A",1793,0.79,100,51,10778,38791,0,0
"A",1794,0.79,72,56,10769,38800,0,0
"A",1795,0.79,56,41,10763,38806,0,0
"A",1796,0.79,65,34,10764,38805,0,0
"A",1797,0.78,63,34,10763,38807,0,0
"A",1798,0.78,63,39,10764,38805,0,0
"A",1799,0.78,58,49,10768,38801,0,0
"A",1800,0.77,42,32,10768,38801,0,0
"A",1801,0.77,41,18,10768,38801,0,0
"A",1802,0.77,32,29,10763,38806,0,0
"A",1803,0.77,38,22,10765,38804,0,0
"A",1804,0.76,31,17,10764,38805,0,0
"A",1805,0.76,35,19,10768,38801,0,0
"A",1806,0.76,35,22,10768,38801,0,0
"A",1807,0.76,31,14,10771,38798,0,0
"A",1808,0.75,26,23,10771,38798,0,0
"A",1809,0.75,26,16,10767,38802,0,0
"A",1810,0.75,24,17,10765,38804,0,0
"A",1811,0.74,15,14,10762,38807,0,0
"A",1812,0.74,9,18,10759,38809,0,0
"A",1813,0.74,17,11,10754,38814,0,0
"A",1814,0.74,11,7,10760,38808,0,0
"A",1815,0.73,12,9,10757,38811,0,0
"A",1816,0.73,12,10,10758,38810,0,0
"A",1817,0.73,11,2,10756,38812,0,0
"A",1818,0.72,4,5,10759,38810,0,0
"A",1819,0.72,10,5,10763,38806,0,0
"A",1820,0.72,11,5,10761,38808,0,0
"A",1821,0.71,9,3,10753,38816,0,0
"A",1822,0.71,7,5,10753,38817,0,0
"A",1823,0.71,6,4,10754,38816,0,0
"A",1824,0.7,3,3,10759,38811,0,0
"A",1825,0.7,4,2,10756,38814,0,0
"A",1826,0.7,3,2,10757,38813,0,0
"A",1827,0.69,3,4,10754,38816,0,0
"A",1828,0.69,3,3,10755,38814,0,0
"A",1829,0.69,4,3,10751,38818,0,0
"A",1830,0.69,6,2,10755,38814,0,0
"A",1831,0.68,3,0,10751,38818,0,0
"A",1832,0.68,0,1,10754,38815,0,0
"A",1833,0.68,1,1,10751,38818,0,0
"A",1834,0.67,0,1,10751,38818,0,0
"A",1835,0.67,2,0,10751,38818,0,0
"A",1836,0.67,0,0,10748,38821,0,0
"A",1837,0.67,1,0,10747,38822,0,0
"A",1838,0.66,1,0,10743,38826,0,0
"A",1839,0.66,0,1,10743,38826,0,0
"A",1840,0.66,1,0,10739,38830,0,0
"A",1841,0.65,1,0,10742,38827,0,0
"A",1842,0.65,0,0,10740,38829,0,0
"A",1843,0.64,1,0,10743,38827,0,0
"A",1844,0.65,0,0,10746,38823,0,0
"A",1845,0.64,1,1,10744,38825,0,0
"A",1846,0.64,0,0,10740,38829,0,0
"A",1847,0.63,1,1,10745,38824,0,0
"A",1848,0.63,0,0,10741,38828,0,0
"A",1849,0.63,0,0,10739,38830,0,0
"A",1850,0.62,0,0,10739,38830,0,0
"A",1851,0.62,0,0,10739,38830,0,0
"A",1852,0.62,0,1,10740,38829,0,0
"A",1853,0.61,2,1,10741,38829,0,0
"A",1854,0.61,0,0,10741,38829,0,0
"A",1855,0.61,0,0,10742,38828,0,0
"A",1856,0.61,0,0,10743,38827,0,0
"A",1857,0.6,0,0,10746,38823,0,0
"A",1858,0.6,0,0,10747,38822,0,0
"A",1859,0.6,0,0,10745,38824,0,0
"A",1860,0.6,0,0,10746,38823,0,0
"A",1861,0.59,0,1,10746,38823,0,0
"A",1862,0.59,2,0,10743,38826,0,0
"A",1863,0.59,1,0,10744,38825,0,0
"A",1864,0.58,1,2,10745,38824,0,0
"A",1865,0.58,3,1,10746,38823,0,0
"A",1866,0.58,2,1,10746,38823,0,0
"A",1867,0.57,1,1,10745,38824,0,0
"A",1868,0.57,1,4,10743,38826,0,0
"A",1869,0.57,3,1,10741,38828,0,0
"A",1870,0.57,5,5,10734,38835,0,0
"A",1871,0.56,7,1,10734,38835,0,0
"A",1872,0.56,5,4,10729,38839,0,0
"A",1873,0.56,9,6,10733,38835,0,0
"A",1874,0.56,7,3,10736,38832,0,0
"A",1875,0.55,4,6,10736,38832,0,0
"A",1876,0.55,10,6,10737,38831,0,0
"A",1877,0.55,9,4,10734,38834,0,0
"A",1878,0.55,10,7,10731,38837,0,0
"A",1879,0.54,18,4,10735,38833,0,0
"A",1880,0.54,11,8,10736,38832,0,0
"A",1881,0.54,10,5,10734,38834,0,0
"A",1882,0.54,7,8,10734,38834,0,0
"A",1883,0.54,10,7,10734,38834,0,0
"A",1884,0.54,8,7,10733,38836,0,0
"A",1885,0.54,18,15,10731,38838,0,0
"A",1886,0.53,13,5,10732,38837,0,0
"A",1887,0.54,12,10,10735,38834,0,0
"A",1888,0.54,13,13,10733,38836,0,0
"A",1889,0.53,19,8,10730,38839,0,0
"A",1890,0.53,18,7,10731,38838,0,0
"A",1891,0.53,13,10,10732,38837,0,0
"A",1892,0.53,9,7,10733,38836,0,0
"A",1893,0.53,17,15,10736,38833,0,0
"A",1894,0.53,13,10,10733,38836,0,0
"A",1895,0.53,21,11,10735,38834,0,0
"A",1896,0.53,11,5,10731,38838,0,0
"A",1897,0.52,13,5,10733,38836,0,0
"A",1898,0.52,8,11,10734,38835,0,0
"A",1899,0.52,11,5,10734,38835,0,0
"A",1900,0.52,18,10,10736,38833,0,0
"A",1901,0.52,8,6,10739,38830,0,0
"A",1902,0.52,16,8,10745,38824,0,0
"A",1903,0.52,6,9,10749,38820,0,0
"A",1904,0.52,12,7,10749,38820,0,0
"A",1905,0.52,18,7,10748,38821,0,0
"A",1906,0.51,9,6,10740,38829,0,0
"A",1907,0.51,12,5,10735,38834,0,0
"A",1908,0.51,11,3,10733,38836,0,0
"A",1909,0.51,11,7,10728,38841,0,0
"A",1910,0.51,15,7,10728,38841,0,0
"A",1911,0.51,14,5,10728,38841,0,0
"A",1912,0.51,7,5,10732,38837,0,0
"A",1913,0.5,5,1,10736,38833,0,0
"A",1914,0.5,8,5,10746,38823,0,0
"A",1915,0.5,7,2,10749,38820,0,0
"A",1916,0.5,5,5,10748,38821,0,0
"A",1917,0.5,2,4,10746,38823,0,0
"A",1918,0.49,7,6,10744,38825,0,0
"A",1919,0.49,4,0,10738,38831,0,0
"A",1920,0.49,5,5,10737,38832,0,0
"A",1921,0.49,2,3,10739,38829,0,0
"A",1922,0.49,1,4,10736,38832,0,0
"A",1923,0.49,3,3,10735,38833,0,0
"A",1924,0.48,7,2,10739,38829,0,0
"A",1925,0.48,3,3,10737,38831,0,0
"A",1926,0.48,2,0,10738,38830,0,0
"A",1927,0.48,5,2,10743,38825,0,0
"A",1928,0.48,3,1,10744,38824,0,0
"A",1929,0.47,0,0,10744,38824,0,0
"A",1930,0.47,2,1,10739,38829,0,0
"A",1931,0.47,2,3,10739,38828,0,0
"A",1932,0.46,4,5,10740,38827,0,0
"A",1933,0.46,2,4,10740,38827,0,0
"A",1934,0.46,1,0,10740,38827,0,0
"A",1935,0.46,0,2,10741,38825,0,0
"A",1936,0.46,4,1,10739,38827,0,0
"A",1937,0.46,1,0,10739,38827,0,0
"A",1938,0.45,1,1,10742,38824,0,0
"A",1939,0.45,0,0,10744,38821,0,0
"A",1940,0.45,0,0,10736,38829,0,0
"A",1941,0.45,2,0,10734,38831,0,0
"A",1942,0.45,2,2,10736,38829,0,0
"A",1943,0.45,0,0,10741,38825,0,0
"A",1944,0.44,0,0,10746,38820,0,0
"A",1945,0.44,0,1,10744,38822,0,0
"A",1946,0.44,1,0,10743,38823,0,0
"A",1947,0.44,0,1,10745,38821,0,0
"A",1948,0.44,0,0,10747,38819,0,0
"A",1949,0.43,0,0,10748,38818,0,0
"A",1950,0.43,0,2,10753,38813,0,0
"A",1951,0.43,0,0,10755,38811,0,0
"A",1952,0.42,0,1,10756,38810,0,0
"A",1953,0.43,1,0,10756,38810,0,0
"A",1954,0.42,0,0,10759,38807,0,0
"A",1955,0.42,0,0,10763,38801,0,0
"A",1956,0.42,0,0,10766,38798,0,0
"A",1957,0.41,0,0,10759,38805,0,0
"A",1958,0.41,0,0,10762,38802,0,0
"A",1959,0.41,0,0,10764,38800,0,0
"A",1960,0.41,0,0,10760,38803,0,0
"A",1961,0.41,1,1,10760,38803,0,0
"A",1962,0.41,0,1,10764,38799,0,0
"A",1963,0.4,0,1,10765,38798,0,0
"A",1964,0.4,0,1,10761,38802,0,0
"A",1965,0.4,1,1,10762,38801,0,0
"A",1966,0.4,1,2,10758,38805,0,0
"A",1967,0.4,4,0,10755,38808,0,0
"A",1968,0.39,1,2,10754,38809,0,0
"A",1969,0.39,4,3,10757,38806,0,0
"A",1970,0.39,6,3,10753,38810,0,0
"A",1971,0.39,5,1,10753,38810,0,0
"A",1972,0.39,7,3,10752,38811,0,0
"A",1973,0.39,7,3,10750,38813,0,0
"A",1974,0.39,7,9,10748,38815,0,0
"A",1975,0.38,5,2,10751,38812,0,0
"A",1976,0.38,6,4,10757,38806,0,0
"A",1977,0.38,11,2,10756,38807,0,0
"A",1978,0.38,9,9,10759,38804,0,0
"A",1979,0.38,9,5,10757,38806,0,0
"A",1980,0.38,7,7,10749,38814,0,0
"A",1981,0.38,10,1,10750,38814,0,0
"A",1982,0.37,15,6,10746,38818,0,0
"A",1983,0.38,11,7,10750,38814,0,0
"A",1984,0.38,12,10,10749,38815,0,0
"A",1985,0.37,6,4,10749,38815,0,0
"A",1986,0.38,15,12,10744,38820,0,0
"A",1987,0.37,13,6,10747,38817,0,0
"A",1988,0.38,10,7,10750,38814,0,0
"A",1989,0.38,16,5,10746,38818,0,0
"A",1990,0.38,29,12,10745,38819,0,0
"A",1991,0.38,17,14,10743,38820,0,0
"A",1992,0.38,20,9,10744,38819,0,0
"A",1993,0.38,19,15,10743,38820,0,0
"A",1994,0.38,22,16,10743,38821,0,0
"A",1995,0.38,24,13,10746,38818,0,0
"A",1996,0.38,20,8,10743,38821,0,0
"A",1997,0.38,28,16,10743,38821,0,0
"A",1998,0.38,22,13,10743,38821,0,0
"A",1999,0.38,28,20,10746,38818,0,0
"A",2000,0.38,27,18,10743,38821,0,0
"A",2001,0.39,27,11,10742,38822,0,0
"A",2002,0.39,23,16,10747,38817,0,0
"A",2003,0.39,26,17,10747,38817,0,0
"A",2004,0.39,34,24,10746,38818,0,0
"A",2005,0.39,37,27,10746,38818,0,0
"A",2006,0.39,34,23,10750,38814,0,0
"A",2007,0.39,31,18,10750,38814,0,0
"A",2008,0.4,39,17,10749,38815,0,0
"A",2009,0.4,37,18,10750,38814,0,0
"A",2010,0.4,42,20,10752,38812,0,0
"A",2011,0.4,33,23,10753,38811,0,0
"A",2012,0.41,27,29,10752,38812,0,0
"A",2013,0.41,41,15,10755,38809,0,0
